timestamp,machine_id,temperature_c,vibration_rms,vibration_peak,current_draw_a,current_imbalance,pressure_bar,rpm,bearing_temp_c,power_factor,failure_label,failure_type
2023-01-05 07:00:00,M001,60.58,3.647,10.694,23.82,0.394,5.454,2900.2,65.69,0.9302,0,normal
2023-01-05 08:00:00,M001,60.71,3.994,13.959,22.65,0.18,5.384,2881.9,65.59,0.9062,0,normal
2023-01-05 09:00:00,M001,60.84,3.503,10.249,22.82,0.051,5.368,2894.2,70.42,0.93,0,normal
2023-01-05 10:00:00,M001,58.57,3.469,9.148,22.54,0.228,5.218,2908.1,61.97,0.9373,0,normal
2023-01-05 11:00:00,M001,58.4,3.456,10.286,23.12,0.292,5.456,2901.8,61.67,0.9434,0,normal
2023-01-05 12:00:00,M001,58.56,3.885,12.19,23.86,0.312,5.377,2890.0,65.4,0.9182,0,normal
2023-01-05 13:00:00,M001,61.73,3.491,8.98,23.77,0.226,5.554,2900.5,65.82,0.9247,0,normal
2023-01-05 14:00:00,M001,58.6,3.693,10.643,23.72,0.161,5.332,2884.3,66.22,0.9321,0,normal
2023-01-05 15:00:00,M001,60.13,3.477,11.293,23.79,0.65,5.454,2906.8,68.73,0.9491,0,normal
2023-01-05 16:00:00,M001,61.43,3.723,11.712,22.94,0.59,5.314,2884.3,66.1,0.9242,0,normal
2023-01-05 17:00:00,M001,61.91,3.576,12.293,23.04,0.482,5.426,2896.3,66.97,0.9265,0,normal
2023-01-05 18:00:00,M001,61.22,3.597,12.133,22.86,0.006,5.457,2918.6,67.46,0.9562,0,normal
2023-01-05 19:00:00,M001,62.55,3.603,11.833,23.05,0.255,5.276,2896.9,65.33,0.9097,0,normal
2023-01-05 20:00:00,M001,60.42,3.406,10.974,22.73,0.126,5.463,2898.2,61.23,0.9037,0,normal
2023-01-05 21:00:00,M001,60.96,3.681,11.27,22.41,0.379,5.222,2877.1,64.58,0.9225,0,normal
2023-01-05 22:00:00,M001,63.71,3.764,11.357,23.64,0.165,5.457,2911.7,70.07,0.939,0,normal
2023-01-05 23:00:00,M001,58.91,3.46,11.367,22.77,0.037,5.211,2898.8,61.75,0.9572,0,normal
2023-01-06 00:00:00,M001,60.28,3.689,11.134,22.94,0.463,5.507,2928.3,66.82,0.9094,0,normal
2023-01-06 01:00:00,M001,61.1,3.446,11.128,22.89,0.16,5.239,2907.7,65.78,0.8626,0,normal
2023-01-06 02:00:00,M001,59.71,3.542,9.739,22.62,0.368,5.428,2911.5,64.27,0.9271,0,normal
2023-01-06 03:00:00,M001,61.99,3.642,12.383,23.87,0.224,5.371,2899.7,64.94,0.8847,0,normal
2023-01-06 04:00:00,M001,60.72,3.556,9.428,22.34,0.376,5.345,2911.9,65.09,0.9038,0,normal
2023-01-06 05:00:00,M001,59.52,3.645,10.878,23.22,0.019,5.513,2884.8,62.86,0.9183,0,normal
2023-01-06 06:00:00,M001,61.27,3.673,10.131,21.94,0.617,5.297,2909.3,67.48,0.9074,0,normal
2023-01-06 07:00:00,M001,59.89,3.687,12.571,23.19,0.076,5.56,2904.8,63.42,0.9188,0,normal
2023-01-06 08:00:00,M001,60.35,4.359,13.665,23.27,0.345,5.323,2893.6,68.08,0.9273,0,normal
2023-01-06 09:00:00,M001,59.95,3.786,12.849,23.16,0.254,5.483,2907.3,63.92,0.9091,0,normal
2023-01-06 10:00:00,M001,59.19,3.529,8.866,24.16,0.424,5.291,2900.4,63.67,0.8962,0,normal
2023-01-06 11:00:00,M001,62.4,4.178,13.879,23.41,0.106,5.431,2902.9,63.49,0.9139,0,normal
2023-01-06 12:00:00,M001,57.44,3.584,11.643,23.77,0.151,5.396,2885.0,58.38,0.9067,0,normal
2023-01-06 13:00:00,M001,62.44,3.858,12.874,23.62,0.007,5.355,2906.1,68.49,0.912,0,normal
2023-01-06 14:00:00,M001,61.93,3.805,12.043,23.19,0.203,5.592,2885.0,68.26,0.9345,0,normal
2023-01-06 15:00:00,M001,61.23,3.474,8.831,23.46,0.292,5.588,2898.0,64.35,0.9162,0,normal
2023-01-06 16:00:00,M001,61.12,3.459,9.62,23.48,0.078,5.354,2907.7,65.06,0.9378,0,normal
2023-01-06 17:00:00,M001,61.17,3.953,12.227,23.01,0.091,5.363,2899.7,67.97,0.9286,0,normal
2023-01-06 18:00:00,M001,60.46,3.452,10.116,23.16,0.072,5.514,2886.1,70.84,0.9331,0,normal
2023-01-06 19:00:00,M001,59.64,3.951,11.396,23.38,0.286,5.535,2897.9,64.7,0.9007,0,normal
2023-01-06 20:00:00,M001,63.87,3.454,9.313,23.19,0.509,5.453,2900.7,64.74,0.9156,0,normal
2023-01-06 21:00:00,M001,58.36,3.629,11.313,23.17,0.226,5.252,2895.4,62.97,0.9044,0,normal
2023-01-06 22:00:00,M001,60.14,3.64,11.7,23.66,0.018,5.4,2928.5,64.78,0.9366,0,normal
2023-01-06 23:00:00,M001,58.25,3.67,9.435,22.88,0.269,5.413,2924.2,62.26,0.9504,0,normal
2023-01-07 00:00:00,M001,60.28,3.596,9.425,23.21,0.423,5.442,2883.6,66.55,0.9276,0,normal
2023-01-07 01:00:00,M001,58.9,3.434,11.489,23.11,0.565,5.377,2898.1,66.48,0.9371,0,normal
2023-01-07 02:00:00,M001,59.65,3.934,12.125,22.53,0.201,5.49,2915.0,63.26,0.8836,0,normal
2023-01-07 03:00:00,M001,62.57,3.9,12.234,23.64,0.123,5.511,2883.6,67.25,0.921,0,normal
2023-01-07 04:00:00,M001,59.77,3.464,8.756,22.28,0.485,5.317,2914.5,62.48,0.9191,0,normal
2023-01-07 05:00:00,M001,61.44,3.403,11.532,22.91,0.111,5.387,2898.7,66.9,0.9181,0,normal
2023-01-07 06:00:00,M001,62.38,3.512,9.843,23.07,0.338,5.443,2876.4,69.83,0.9156,0,normal
2023-01-07 07:00:00,M001,59.44,3.588,11.012,23.04,0.224,5.351,2870.3,66.24,0.9258,0,normal
2023-01-07 08:00:00,M001,58.77,3.55,11.696,22.89,0.451,5.387,2939.7,64.33,0.9128,0,normal
2023-01-07 09:00:00,M001,61.55,3.512,10.51,23.31,0.015,5.395,2916.9,61.71,0.9248,0,normal
2023-01-07 10:00:00,M001,62.2,3.468,11.769,23.1,0.194,5.427,2907.8,66.79,0.9433,0,normal
2023-01-07 11:00:00,M001,61.51,4.284,11.903,23.45,0.117,5.417,2899.7,65.45,0.9429,0,normal
2023-01-07 12:00:00,M001,62.05,3.555,10.622,23.49,0.13,5.45,2890.4,67.47,0.9047,0,normal
2023-01-07 13:00:00,M001,60.37,3.625,10.877,22.79,0.092,5.384,2888.1,64.93,0.9107,0,normal
2023-01-07 14:00:00,M001,61.61,3.683,11.565,22.32,0.282,5.322,2888.5,66.34,0.8892,0,normal
2023-01-07 15:00:00,M001,60.71,3.485,11.513,23.8,0.055,5.267,2854.7,66.83,0.9369,0,normal
2023-01-07 16:00:00,M001,62.21,4.229,11.741,23.32,0.531,5.347,2899.6,67.24,0.9075,0,normal
2023-01-07 17:00:00,M001,60.13,3.448,11.757,23.54,0.091,5.311,2890.1,67.02,0.9168,0,normal
2023-01-07 18:00:00,M001,61.2,3.432,11.193,23.26,0.04,5.34,2863.4,66.34,0.9238,0,normal
2023-01-07 19:00:00,M001,60.75,3.461,9.928,22.82,0.361,5.366,2909.2,65.33,0.8912,0,normal
2023-01-07 20:00:00,M001,59.86,3.446,9.632,22.9,0.09,5.543,2904.9,68.06,0.9394,0,normal
2023-01-07 21:00:00,M001,61.18,3.672,12.248,22.69,0.493,5.511,2882.2,66.42,0.8851,0,normal
2023-01-07 22:00:00,M001,60.28,3.7,12.109,21.84,0.235,5.379,2936.2,63.83,0.9411,0,normal
2023-01-07 23:00:00,M001,61.28,3.407,11.838,23.46,0.172,5.457,2894.7,63.57,0.9398,0,normal
2023-01-08 00:00:00,M001,60.88,3.475,12.014,23.01,0.249,5.547,2876.0,65.8,0.9061,0,normal
2023-01-08 01:00:00,M001,60.65,3.471,11.016,22.49,0.095,5.336,2894.4,68.81,0.894,0,normal
2023-01-08 02:00:00,M001,59.4,3.779,13.067,23.01,0.023,5.445,2914.8,64.09,0.8982,0,normal
2023-01-08 03:00:00,M001,58.21,3.457,9.365,24.14,0.107,5.399,2897.1,60.74,0.916,0,normal
2023-01-08 04:00:00,M001,59.97,3.578,12.442,22.32,0.409,5.444,2930.4,66.12,0.9205,0,normal
2023-01-08 05:00:00,M001,59.66,3.548,9.681,24.03,0.388,5.379,2910.8,64.24,0.9324,0,normal
2023-01-08 06:00:00,M001,58.74,3.583,12.251,23.57,0.08,5.353,2892.9,60.61,0.9048,0,normal
2023-01-08 07:00:00,M001,59.64,3.798,12.982,23.83,0.302,5.338,2872.0,63.45,0.9058,0,normal
2023-01-08 08:00:00,M001,60.64,3.688,12.709,22.92,0.175,5.467,2901.6,65.06,0.9356,0,normal
2023-01-08 09:00:00,M001,60.33,3.678,10.701,23.06,0.004,5.549,2878.2,66.75,0.9202,0,normal
2023-01-08 10:00:00,M001,61.27,3.523,8.999,23.74,0.358,5.291,2910.2,61.16,0.9338,0,normal
2023-01-08 11:00:00,M001,58.99,3.727,12.68,23.46,0.139,5.283,2910.0,61.72,0.9108,0,normal
2023-01-08 12:00:00,M001,59.72,3.828,12.305,23.99,0.242,5.496,2901.3,66.31,0.8882,0,normal
2023-01-08 13:00:00,M001,60.04,3.476,11.687,24.12,0.055,5.709,2909.1,66.89,0.9417,0,normal
2023-01-08 14:00:00,M001,61.88,3.587,11.601,22.84,0.234,5.288,2906.6,65.81,0.9291,0,normal
2023-01-08 15:00:00,M001,60.18,3.423,11.296,22.37,0.173,5.362,2913.4,65.72,0.9152,0,normal
2023-01-08 16:00:00,M001,57.39,3.731,10.399,22.88,0.118,5.312,2910.4,61.11,0.9214,0,normal
2023-01-08 17:00:00,M001,59.07,3.807,10.942,22.36,0.46,5.509,2890.6,63.75,0.9114,0,normal
2023-01-08 18:00:00,M001,60.86,3.552,12.328,23.68,0.398,5.543,2894.6,66.01,0.8934,0,normal
2023-01-08 19:00:00,M001,60.27,3.679,12.76,23.57,0.279,5.502,2872.3,62.7,0.939,0,normal
2023-01-08 20:00:00,M001,59.54,3.454,10.743,22.85,0.402,5.371,2925.1,66.56,0.9438,0,normal
2023-01-08 21:00:00,M001,58.93,3.677,10.122,23.63,0.102,5.425,2908.3,63.42,0.9209,0,normal
2023-01-08 22:00:00,M001,61.48,3.42,10.035,23.69,0.306,5.365,2908.5,66.86,0.9263,0,normal
2023-01-08 23:00:00,M001,59.96,3.883,10.67,24.0,0.207,5.536,2880.6,63.22,0.906,0,normal
2023-01-09 00:00:00,M001,60.52,3.616,11.271,23.46,0.072,5.547,2891.3,65.93,0.892,0,normal
2023-01-09 01:00:00,M001,61.92,3.668,10.835,22.74,0.063,5.402,2910.2,68.2,0.9421,0,normal
2023-01-09 02:00:00,M001,58.61,3.609,10.796,22.82,0.23,5.57,2929.9,63.62,0.9062,0,normal
2023-01-09 03:00:00,M001,59.88,3.835,10.695,22.5,0.084,5.479,2895.8,65.54,0.9061,0,normal
2023-01-09 04:00:00,M001,58.99,3.649,10.968,24.6,0.397,5.522,2879.7,61.26,0.8971,0,normal
2023-01-09 05:00:00,M001,60.27,3.657,11.606,23.21,0.094,5.697,2905.5,65.99,0.8979,0,normal
2023-01-09 06:00:00,M001,61.45,3.677,10.495,22.92,0.276,5.368,2914.6,67.3,0.9144,0,normal
2023-01-09 07:00:00,M001,60.29,3.494,11.168,24.34,0.169,5.441,2879.3,60.63,0.9468,0,normal
2023-01-09 08:00:00,M001,59.32,3.562,9.639,21.81,0.277,5.398,2904.9,62.7,0.9287,0,normal
2023-01-09 09:00:00,M001,61.91,3.472,8.714,23.14,0.015,5.253,2895.5,68.58,0.8981,0,normal
2023-01-09 10:00:00,M001,61.04,3.929,10.12,23.31,0.367,5.437,2899.2,68.09,0.9182,0,normal
2023-01-09 11:00:00,M001,62.47,3.539,12.375,23.1,0.674,5.404,2912.7,70.17,0.9141,0,normal
2023-01-09 12:00:00,M001,57.8,3.587,8.987,22.81,0.055,5.279,2890.6,67.02,0.9158,0,normal
2023-01-09 13:00:00,M001,61.52,3.602,11.678,22.76,0.437,5.406,2906.9,69.57,0.9415,0,normal
2023-01-09 14:00:00,M001,59.95,3.545,11.403,23.27,0.093,5.444,2903.0,62.52,0.9182,0,normal
2023-01-09 15:00:00,M001,59.35,3.597,11.365,22.58,0.422,5.32,2894.4,63.5,0.9431,0,normal
2023-01-09 16:00:00,M001,59.63,3.658,11.566,22.58,0.166,5.487,2902.6,65.87,0.8895,0,normal
2023-01-09 17:00:00,M001,61.45,3.589,10.973,22.78,0.162,5.456,2903.9,67.43,0.9133,0,normal
2023-01-09 18:00:00,M001,60.76,3.48,9.032,23.46,0.22,5.368,2895.1,66.01,0.9059,0,normal
2023-01-09 19:00:00,M001,61.75,3.585,9.103,22.62,0.04,5.374,2899.4,68.01,0.9467,0,normal
2023-01-09 20:00:00,M001,61.2,3.729,11.547,24.13,0.314,5.5,2903.7,65.09,0.8929,0,normal
2023-01-09 21:00:00,M001,61.17,4.031,12.864,23.44,0.037,5.487,2891.1,63.62,0.92,0,normal
2023-01-09 22:00:00,M001,62.14,3.804,12.171,22.75,0.506,5.349,2918.5,69.8,0.9305,0,normal
2023-01-09 23:00:00,M001,61.24,3.54,9.035,23.15,0.089,5.454,2862.1,68.47,0.8852,0,normal
2023-01-10 00:00:00,M001,60.51,3.537,10.487,23.22,0.187,5.322,2883.0,65.66,0.9258,0,normal
2023-01-10 01:00:00,M001,59.84,3.46,11.413,23.02,0.465,5.323,2897.3,63.92,0.886,0,normal
2023-01-10 02:00:00,M001,58.81,3.714,9.861,22.88,0.389,5.363,2888.5,63.05,0.9376,0,normal
2023-01-10 03:00:00,M001,60.57,3.656,10.82,23.41,0.09,5.219,2894.6,65.52,0.9031,0,normal
2023-01-10 04:00:00,M001,61.99,3.566,12.444,23.07,0.096,5.334,2926.1,67.26,0.9445,0,normal
2023-01-10 05:00:00,M001,60.2,3.655,11.924,23.1,0.511,5.257,2899.2,61.27,0.9095,0,normal
2023-01-10 06:00:00,M001,60.25,3.491,9.701,24.08,0.048,5.561,2933.3,65.83,0.8942,0,normal
2023-01-10 07:00:00,M001,59.71,3.563,9.532,22.85,0.066,5.481,2883.4,65.64,0.928,0,normal
2023-01-10 08:00:00,M001,58.96,3.606,10.281,23.33,0.266,5.367,2887.4,61.6,0.9172,0,normal
2023-01-10 09:00:00,M001,60.57,3.674,12.859,22.66,0.056,5.331,2904.4,62.77,0.9588,0,normal
2023-01-10 10:00:00,M001,59.83,3.818,11.218,22.93,0.639,5.436,2902.1,63.8,0.9211,0,normal
2023-01-10 11:00:00,M001,60.19,3.488,9.157,23.1,0.099,5.356,2891.5,63.96,0.9486,0,normal
2023-01-10 12:00:00,M001,59.52,3.629,9.181,23.47,0.201,5.583,2897.4,62.11,0.9059,0,normal
2023-01-10 13:00:00,M001,60.76,3.477,12.042,23.07,0.296,5.419,2923.7,63.79,0.9007,0,normal
2023-01-10 14:00:00,M001,61.93,3.843,13.329,22.82,0.118,5.375,2875.4,67.53,0.8981,0,normal
2023-01-10 15:00:00,M001,60.75,4.299,12.515,23.03,0.233,5.235,2918.1,63.51,0.9327,0,normal
2023-01-10 16:00:00,M001,62.02,3.472,9.681,23.69,0.183,5.287,2887.6,70.44,0.9246,0,normal
2023-01-10 17:00:00,M001,57.75,3.422,11.629,22.44,0.032,5.597,2913.7,64.37,0.9582,0,normal
